LOC,STA,STA2,STATION,NAME,LHOLD,HOLDCERT,O,NEARTOWN,COUNTY,STATE,REGION,BLOCK,LATITUDE,LONGITUDE,PRECISION,SOURCE,DATUM,DECLAT,DECLNG,NAD83,ELEV,STRATUM,BCR,HABITAT,REG,PASSED,MAP,D89,D90,D91,D92,D93,D94,D95,D96,D97,D98,Y99,D99,Y00,D00,Y01,D01,Y02,D02,Y03,D03,Y04,D04,Y05,D05,Y06,D06,Y07,D07,Y08,D08,Y09,D09,Y10,D10,Y11,D11,Y12,D12,Y13,HISTORY,YRSOP
CONG,16605,16605U,CONG,Congaree Swamp,IP,+,I,Gadsden,Richland,SC,6,334-0804,33 48 40,-080 49 15,01S,-,-,33.81111,-80.82083,-,24,4,27,old growth bottomland hardwoods,X,,x,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,?,,?,,,,,,,,,,,,,,,,,"91-02,04-05",14
WPNC,16606,16606U,WPNC,Warner Park,C,+,I,Belle Meade,Davidson,TN,6,360-0865,36 03 39,-086 54 19,01S,GPS,NAD83,36.06083,-86.90528,x,190,14,24,successional creek bottom,X,Y03,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,91-,22
DUCR,16607,16607U,DUCR,Dutch Creek,P,,I,Jonesboro,Union,IL,6,372-0892,37 26 00,-089 20 00,01M,-,-,37.43333,-89.33333,-,120,14,24,upland mixed deciduous forest,X,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89-95,7
GRAS,16608,16608U,GRAS,Grassmere,P,,I,Nashville,Davidson,TN,6,360-0864,36 05 20,-086 44 20,10S,-,-,36.08889,-86.73889,-,172,14,24,oldfield/fencerows,X,,x,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92-96,5
PWRC,16609,16609U,PWRC,Patuxent,IG,+,I,Glenn Dale,Prince Georges,MD,6,390-0764,39 01 50,-076 47 00,10S,-,-,39.03056,-76.78333,-,12,4,30,swampy decid. forest/pines/scrub,X,,x,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,X,X,X,,X,,X,,X,,X,"92-98,08-",12
NAVY,16610,16610U,PLOW,Patuxent Lowland,DN,+,D,Lexington Park,St. Mary's,MD,6,381-0762,38 16 07,-076 26 17,01S,-,NAD27,38.26861,-76.43778,x,30,4,30,mixed deciduous forest,X,N05,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,92-07,16
NAVY,16611,16611S,PUP1,Patuxent Upland 1,DN,+,D,Lexington Park,St. Mary's,MD,6,381-0762,38 15 11,-076 25 22,01S,-,NAD27,38.25333,-76.4225,x,21,4,30,mixed deciduous forest,X,N05,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,92-07,16
NAVY,16612,16611S,PUP2,Patuxent Upland 2,DN,+,D,Lexington Park,St. Mary's,MD,6,381-0762,38 15 20,-076 25 17,01S,-,NAD27,38.25583,-76.42111,x,30,4,30,mixed deciduous forest,X,N05,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,92-07,16
NAVY,16613,16613U,DAHL,Dahlgren,DN,+,D,Dahlgren,King George,VA,6,382-0770,38 20 40,-077 03 00,10S,-,-,38.34444,-77.05,-,7,4,30,mixed deciduous forest,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,92-02,11
NAVY,16614,16614U,INHE,Indian Head,DN,+,D,Marbury,Charles,MD,6,383-0771,38 34 32,-077 11 58,01S,Web - Google E,NAD83,38.57556,-77.19944,x,6,4,30,mixed deciduous forest,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,92-03,12
DIS1,16615,16615U,DIS1,Dismal Swamp 1,IW,+,I,Suffolk,Chesapeake,VA,6,363-0762,36 37 40,-076 28 20,10S,-,-,36.62778,-76.47222,-,6,3,27,lowland deciduous forest,X,,x,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,1
BIGS,16616,16616U,BIGS,Big Sandy,IW,+,I,Elkhorn,Henry,TN,6,362-0880,36 22 32,-088 03 12,01S,-,NAD27,36.37556,-88.05333,x,137,14,24,oak-hickory forest,X,Y00,X,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,93-05,13
PEAR,16617,16617U,PEAR,Pearl River,P,,I,Gluckstadt,Madison,MS,6,323-0895,32 32 30,-089 58 00,10S,-,-,32.54167,-89.96667,-,99,4,27,mixed upland forest,X,,x,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93-96,4
SVWA,16618,16618U,SVWA,Spring Valley,S,+,I,Roxanna,Greene/Warren,OH,6,393-0840,39 34 10,-084 01 01,01S,GPS,NAD83,39.56944,-84.01694,x,224,15,22,cattail marsh perim./dec. thick.,X,N03,X,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,93-,20
NAVY,16619,16619S,STNE,Stump Neck,DN,+,D,Rison,Charles,MD,6,383-0771,38 33 08,-077 11 41,01S,Web - Google E,NAD83,38.55222,-77.19472,x,9,4,30,upland deciduous forest/riparian,X,,X,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,93-03,11
JEFF,16620,16620U,AR54,Area 54,IW,+,A,Bryantsburg,Jefferson,IN,6,385-0852,38 53 46,-085 22 36,01S,GPS -GPSMAP 76,NAD83,38.89611,-85.37667,x,268,15,24,successional upland forest,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,"94-02,04-08",14
JEFF,16621,16621U,AR27,Area 27,IW,+,A,New Marion,Ripley,IN,6,385-0852,38 59 52,-085 22 31,01S,-,-,38.99778,-85.37528,-,277,15,24,riparian/upland decid./oldfield,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,94-02,9
JEFF,16622,16622U,AR66,Area 66,IW,+,A,Wirt,Jefferson,IN,6,384-0852,38 49 50,-085 26 48,01S,-,-,38.83056,-85.44667,-,258,15,24,mature lowland deciduous forest,X,,x,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94-95,2
JEFF,16623,16623U,AR16,Area 16,IW,+,A,New Marion,Ripley,IN,6,390-0852,39 00 52,-085 23 40,01S,-,-,39.01444,-85.39444,-,274,15,24,upland deciduous forest,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,,,,,,,,,,,,,,,,,"94-02,04",10
JEFF,16624,16624U,AR31,Area 31,IW,+,A,San Jacinto,Jennings,IN,6,385-0852,38 58 11,-085 27 39,01S,GPS -GPSMAP 76,NAD83,38.96972,-85.46083,x,259,15,24,mature upland deciduous/oldfield,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,"94-02,04-08,11-",16
JEFF,16625,16625S,AR07,Area 07,IW,+,A,Nebraska,Ripley,IN,6,390-0852,39 02 09,-085 26 14,01S,GPS -GPSMAP 76,NAD83,39.03583,-85.43722,x,259,15,24,mature/succ. upland deciduous,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,"94-02,04-08,11-",16
CRAN,16626,16626U,FIRS,First Creek,DN,+,A,Burns City,Martin,IN,6,385-0865,38 52 17,-086 54 09,01S,GPS -GPSMAP 76,NAD83,38.87139,-86.9025,x,162,15,24,mature decid. bottomland forest,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,"94-02,04-08,11-",16
CRAN,16627,16627U,WICE,Williams Cemetery,DN,+,A,Burns City,Martin,IN,6,384-0865,38 48 35,-086 52 55,01S,GPS -GPSMAP 76,NAD83,38.80972,-86.88194,x,219,15,24,deciduous upland forest,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,"94-02,04-08",14
CRAN,16628,16628U,SEED,Seedtick Creek,DN,+,A,Loogootee,Martin,IN,6,384-0865,38 45 35,-086 53 05,01S,GPS -GPSMAP 76,NAD83,38.75972,-86.88472,x,149,15,24,mature decid. bottomland forest,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,"94-02,04-08,11-",16
CRAN,16629,16629U,SULP,Sulphur Creek,DN,+,A,Owensburg,Martin,IN,6,385-0864,38 53 07,-086 44 14,01S,GPS -GPSMAP 76,NAD83,38.88528,-86.73722,x,177,14,24,upland decid./oldfield/riparian,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,"94-02,04-08,11-",16
CRAN,16630,16630U,EABO,East Boggs,DN,+,A,Burns City,Martin,IN,6,384-0865,38 47 39,-086 50 08,01S,GPS -GPSMAP 76,NAD83,38.79417,-86.83556,x,152,15,24,upland decid./riparian/grassy,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,"94-02,04-08,11-",16
CRAN,16631,16631U,AR14,Area 14,DN,+,A,Cale,Martin,IN,6,385-0864,38 50 27,-086 47 41,01S,GPS -GPSMAP 76,NAD83,38.84083,-86.79472,x,198,14,24,upland decid./riparian/oldfield,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,"94-02,04-08,11-",16
KNOX,16632,16632U,OHRI,Ohio River,DA,+,A,Muldraugh,Meade,KY,6,375-0860,37 58 38,-086 01 43,01S,-,-,37.97722,-86.02861,-,131,14,24,bottomland deciduous forest,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,,,,,,,,,,,,,,"94-02,04-06",12
KNOX,16633,16633U,MCSP,McCracken Springs,DA,+,A,Muldraugh,Meade,KY,6,375-0860,37 53 30,-086 01 44,01S,GPS -GPSMAP 76,NAD83,37.89167,-86.02889,x,171,14,24,mature upland deciduous forest,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,"94-02,04-08",14
KNOX,16634,16634U,CEDA,Cedar Creek,DA,+,A,Radcliff,Hardin,KY,6,374-0854,37 48 43,-085 49 46,01S,GPS -GPSMAP 76,NAD83,37.81194,-85.82944,x,151,14,24,riparian deciduous woods,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,"94-02,04-08",14
KNOX,16635,16635U,SARI,Salt River,DA,+,A,Bardstown Junction,Bullitt,KY,6,375-0854,37 56 30,-085 46 15,01S,GPS -GPSMAP 76,NAD83,37.94167,-85.77083,x,140,14,24,disturbed mature upland forest,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,"94-02,04-08",14
KNOX,16636,16636U,DULA,Duck Lake,DA,+,A,Shepherdsville,Bullitt,KY,6,375-0854,37 58 00,-085 46 46,01S,-,-,37.96667,-85.77944,-,131,14,24,upland deciduous forest/oldfield,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,94-02,9
KNOX,16637,16637U,LDLA,Lower Douglas Lake,DA,+,A,Radcliff,Hardin,KY,6,374-0855,37 49 33,-085 52 34,01S,-,-,37.82583,-85.87611,-,221,14,24,upland deciduous forest,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,,,,,,,,,,,,,,,,,"94-02,04",10
NHW-,16638,16638U,ONHW,Nags Head Woods,P,,I,Kill Devil Hills,Dare,NC,6,355-0753,35 59 10,-075 39 40,10S,-,-,35.98611,-75.66111,-,12,3,27,deciduous maritime forest/ponds,X,,x,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94-98,5
WSSP,16639,16639U,WSSP,Wekiwa Springs,S,+,I,Apopka,Orange,FL,6,284-0812,28 43 10,-081 28 30,10S,-,-,28.71944,-81.475,-,12,2,31,sandpine scrub/oak hammock,X,,x,,,,,,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,94-00,7
PCSF,16640,16640U,TRFA,Tree Farm,P,,I,Signal Mountain,Marion,TN,6,350-0852,35 05 20,-085 26 00,10S,-,-,35.08889,-85.43333,-,549,21,28,mixed hardwood/pine nursery,X,,x,,,,,,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,94-00,7
BLSF,16641,16641U,BLSF,Bladen Lakes,S,,I,White Lake,Bladen,NC,6,344-0782,34 45 00,-078 25 00,BLK,-,-,34.75,-78.41667,-,18,3,27,evergreen shrub/carolina bay,X,,x,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,1
NEWA,16642,16642S,UDWN,Delaware Woods North,S,+,I,Newark,New Castle,DE,6,393-0754,39 39 47,-075 44 45,01S,-,-,39.66306,-75.74583,-,29,4,30,upland deciduous forest,X,,x,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,94-99,6
NEWA,16643,16642S,UDWS,Delaware Woods South,S,+,I,Newark,New Castle,DE,6,393-0754,39 39 38,-075 44 46,01S,-,-,39.66056,-75.74611,-,29,4,30,upland deciduous forest,X,,x,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,94-99,6
BELV,16644,16644U,BUPL,Belvoir Upland,DA,+,D,Lorton,Fairfax,VA,6,384-0770,38 44 10,-077 09 00,10S,-,-,38.73611,-77.15,-,38,4,30,mixed upland forest,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,95-02,8
BELV,16645,16645U,BLOW,Belvoir Lowland,DA,+,D,Lorton,Fairfax,VA,6,384-0770,38 44 20,-077 08 00,10S,-,-,38.73889,-77.13333,-,9,4,30,deciduous bottomland forest,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,95-02,8
BELV,16646,16646U,MAS1,Mason Neck 1,IW,+,B,Woodbridge,Fairfax,VA,6,383-0771,38 37 34,-077 10 24,01S,GPS,NAD83,38.62611,-77.17333,x,6,4,27,mid-successional decid. forest,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,95-11,17
BELV,16647,16647U,MAS2,Mason Neck 2,IW,+,B,Woodbridge,Fairfax,VA,6,383-0771,38 37 35,-077 12 03,01S,GPS,NAD83,38.62639,-77.20083,x,6,4,30,mountain-laurel thicket,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,95-11,17
BELV,16648,16648S,APH1,A.P. Hill 1,DA,+,D,Bowling Green,Caroline,VA,6,380-0772,38 08 20,-077 20 20,10S,-,-,38.13889,-77.33889,-,55,4,27,mixed forest,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,95-03,9
BELV,16649,16648S,APH2,A.P. Hill 2,DA,+,D,Bowling Green,Caroline,VA,6,380-0772,38 09 00,-077 20 20,10S,-,-,38.15,-77.33889,-,61,4,27,mixed forest,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,95-03,9
TIDE,16650,16650U,FENT,Fentress,DN,+,A,Fentress,Chesapeake,VA,6,364-0760,36 41 01,-076 08 59,01S,-,-,36.68361,-76.14972,-,4,3,27,mixed forest,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,95-02,8
TIDE,16651,16651U,CPEN,Pendleton,S,+,A,Virginia Beach,Virginia Beach,VA,6,364-0755,36 48 19,-075 58 44,01S,-,-,36.80528,-75.97889,-,3,3,27,mixed forest,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,95-02,8
TIDE,16652,16652U,OWLS,Owls Creek,DN,+,A,Virginia Beach,Virginia Beach,VA,6,364-0755,36 49 20,-075 59 28,01S,-,-,36.82222,-75.99111,-,3,3,27,mixed forest,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,95-02,8
TIDE,16653,16653U,BOAR,Boardwalk,DN,+,A,Moyock,Currituck,NC,6,363-0761,36 32 09,-076 15 55,01S,-,-,36.53583,-76.26528,-,5,3,27,swampy mixed forest,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,95-02,8
TIDE,16654,16654U,POND,Oceana Pond,DN,+,A,Virginia Beach,Virginia Beach,VA,6,364-0760,36 48 42,-076 00 04,01S,-,-,36.81167,-76.00111,-,6,3,27,mixed forest,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,95-02,8
TIDE,16655,16655U,ROTH,Rothr Antenna,DN,+,A,Fentress,Chesapeake,VA,6,363-0761,36 33 31,-076 16 42,01S,-,-,36.55861,-76.27833,-,6,3,27,mixed forest,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,95-02,8
BRAG,16656,16656U,I102,I102,DA,+,A,Ashley Heights,Hoke,NC,6,350-0791,35 08 20,-079 19 40,10S,-,-,35.13889,-79.32778,-,94,4,27,riparian scrub/pine savanna,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,95-02,8
BRAG,16657,16657S,I104,I104,DA,+,A,Ashley Heights,Hoke,NC,6,350-0791,35 06 58,-079 19 11,01S,GPS -GPSMAP 76,NAD83,35.11611,-79.31972,x,88,4,27,riparian scrub/pine savanna,X,Y01,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,95-09,15
BRAG,16658,16658U,I113,I113,DA,+,A,Ashley Heights,Hoke,NC,6,350-0791,35 05 33,-079 19 25,01S,GPS -GPSMAP 76,NAD83,35.0925,-79.32361,x,107,4,27,riparian woodland/pine savanna,X,Y01,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,95-09,15
BRAG,16659,16657S,S110,S110,DA,+,A,Ashley Heights,Hoke,NC,6,350-0792,35 07 08,-079 20 12,01S,GPS -GPSMAP 76,NAD83,35.11889,-79.33667,x,94,4,27,"riparian/mixed woodland, savanna",X,Y01,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,95-09,15
BRAG,16660,16660U,S112,S112,DA,+,A,Ashley Heights,Hoke,NC,6,350-0792,35 06 43,-079 21 46,01S,GPS -GPSMAP 76,NAD83,35.11194,-79.36278,x,121,4,27,"riparian/upland woods, savanna",X,Y01,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,95-09,15
BRAG,16661,16661U,S114,S114,DA,+,A,Silver City,Hoke,NC,6,350-0791,35 02 55,-079 16 16,01S,GPS -GPSMAP 76,NAD83,35.04861,-79.27111,x,81,4,27,mixed riparian/upland woods,X,Y01,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,H,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,95-09,15
CSWR,16662,16662U,CSWR,Carolina Sandhills NWR,IW,+,I,McBee,Chesterfield,SC,6,343-0801,34 32 50,-080 12 10,10S,-,-,34.54722,-80.20278,-,122,4,27,stream pocosin,X,,x,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95-98,4
SLAD,16663,16663U,SLAD,Slades Swamp,P,+,I,Clarkton,Bladen,NC,6,342-0783,34 27 40,-078 38 00,10S,-,-,34.46111,-78.63333,-,23,4,27,bottomland hardwood forest,X,,x,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,95-99,5
QUAN,16664,16664S,AMMO,Ammunition Storage,DM,+,I,Triangle,Stafford,VA,6,383-0772,38 31 40,-077 23 40,10S,-,-,38.52778,-77.39444,-,76,4,29,deciduous forest,X,Y01,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,,,X,X,X,,X,"95-05,07-09,11-",16
QUAN,16665,16665U,NEWB,New Breckinridge Road,DM,+,I,Independent Hill,Prince William/Stafford,VA,6,383-0772,38 33 10,-077 24 40,10S,-,-,38.55278,-77.41111,-,76,11,29,deciduous forest,X,Y01,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,,,,,,,,"95-05,07-09",14
QUAN,16666,16664S,HOTP,Hotpatch Road,DM,+,I,Triangle,Stafford,VA,6,383-0772,38 32 10,-077 24 20,10S,-,-,38.53611,-77.40556,-,76,11,29,deciduous forest,X,Y01,X,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95-96,2
DIVI,16667,16667S,BEAR,Bear Swamp,S,+,I,Dividing Creek,Cumberland,NJ,6,391-0750,39 18 00,-075 05 45,01S,GPS,NAD83,39.3,-75.09583,x,6,4,30,mixed deciduous forested wetland,X,N03,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,94-,19
DIVI,16668,16667S,RAIL,Railroad,S,+,I,Dividing Creek,Cumberland,NJ,6,391-0750,39 18 40,-075 05 30,10S,-,-,39.31111,-75.09167,-,15,4,30,mixed deciduous scrub,X,N03,x,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,1
JEFF,16669,16669U,AR64,Area 64,IW,+,A,Bryantsburg,Jefferson,IN,6,385-0852,38 51 30,-085 22 48,01S,GPS -GPSMAP 76,NAD83,38.85833,-85.38,x,270,15,24,"succ. upland forest, oldfield",X,,X,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,"96-02,04-08",12
MIMA,16670,16670U,MIMA,Midge Manor,P,,I,Ridgeville,McIntosh,GA,6,312-0812,31 25 39,-081 23 58,01S,-,-,31.4275,-81.39944,-,6,3,27,small stream swamp,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,1
HANE,16671,16671U,HANE,Hanes,P,+,I,Trent Woods,Craven,NC,6,344-0765,34 43 54,-076 54 56,01S,GPS,NAD83,34.73167,-76.91556,x,6,3,27,upland pine forest,X,Y02,X,,,,,,,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,"96-00,03-08",11
FERN,16672,16672U,FERN,Fernbank Forest,P,+,I,Decatur,DeKalb,GA,6,334-0841,33 46 35,-084 19 22,01S,GPS,NAD83,33.77639,-84.32278,x,328,11,29,old-growth deciduous forest,X,Y99,X,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,96-,17
PEDE,16673,16673U,PEDE,Pee Dee NWR,IW,+,I,Ansonville,Anson,NC,6,350-0800,35 03 50,-080 05 30,10S,-,-,35.06389,-80.09167,-,200,11,29,bottomland and upland hardwoods,X,,X,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,96-02,7
ROHO,16674,16674U,ROHO,Rochoc,S,,I,Rockyhock,Chowan,NC,6,361-0764,36 12 10,-076 42 30,10S,-,-,36.20278,-76.70833,-,3,3,27,bottomland deciduous forest,X,Y99,x,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,96-03,8
RSRS,16675,16675U,RSRS,Rock Springs,S,+,I,Heathrow,Lake,FL,6,284-0812,28 47 20,-081 26 00,10S,-,-,28.78889,-81.43333,-,15,2,31,oak/pine scrub,X,,x,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,96-00,5
QUAN,16676,16676S,LOGC,MCBQ-LOGC,DM,+,I,Garrisonville,Stafford,VA,6,383-0772,38 30 40,-077 23 30,10S,-,-,38.51111,-77.39167,-,76,4,29,deciduous forest,X,Y01,X,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,,,,,,,,,,"97-05,07-08",11
DILL,16677,16677U,DILL,Dill Sanctuary,P,,I,Charleston,Charleston,SC,6,324-0795,32 42 30,-079 58 00,01M,-,-,32.70833,-79.96667,-,1,3,27,shrub thicket,X,,,,,,,,,,,X,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97-98,2
RADN,16678,16678U,RADN,Radnor Lake,S,+,I,Brentwood,Davidson,TN,6,360-0864,36 03 20,-086 47 50,10S,-,-,36.05556,-86.79722,-,240,14,24,deciduous woodland/grassland,X,N02,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,97-06,10
HOLL,16679,16679U,HOLL,Hollins Station,P,,I,Hollins,Clay,AL,6,330-0860,33 07 00,-086 08 20,10S,-,-,33.11667,-86.13889,-,180,11,28,forest/field/pasture/riparian,X,,X,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,97-11,16
WNWR,16680,16680U,WHSP,Wheeler NWR,IW,+,I,Decatur,Morgan,AL,6,344-0874,34 45 25,-087 47 16,01S,-,-,34.75694,-87.78778,-,150,14,24,mixed forest,X,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,97-99,3
RIVE,16681,16681U,RIVE,Tennessee River Gorge,S,?,I,Signal Mountain,Marion,TN,6,350-0852,35 05 20,-085 23 50,10S,-,-,35.08889,-85.39722,-,198,21,28,riparian forest,X,,x,,,,,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,95-97",4
IVYK,16682,16682U,IVYK,Ivy Knob,S,+,I,Arnett,Raleigh/Wyoming,WV,6,374-0812,37 47 10,-081 29 50,10S,-,-,37.78611,-81.49722,-,1077,21,28,second-growth forest,X,,x,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,1
